,Term,fdr,es,nes
547,regulation of oxidative phosphorylation (GO:0002082),0.24491150453638738,-0.7590173713253979,-1.1788761887994912
548,sarcomere organization (GO:0045214),0.24802473376846446,0.739697004030986,1.4648691663895077
549,acute inflammatory response (GO:0002526),0.2481512736872647,-0.7588216208593487,-1.1777373167273018
550,negative regulation of immune system process (GO:0002683),0.24819776447224817,-0.7627304032754358,-1.1776117850688201
551,glycoprotein catabolic process (GO:0006516),0.24835022314048694,-0.791807215161098,-1.1778396152458102
552,response to tumor necrosis factor (GO:0034612),0.24839172604244483,-0.7316415884548879,-1.1779214427913347
553,regulation of angiogenesis (GO:0045765),0.2487325808079778,-0.7256381656773715,-1.1773719385397396
554,negative regulation of inflammatory response (GO:0050728),0.24909336356971287,-0.7240872746289275,-1.176981247855726
555,positive regulation of NF-kappaB transcription factor activity (GO:0051092),0.24945697509815037,-0.7217340419806186,-1.1771521408282404
556,negative regulation of sequestering of calcium ion (GO:0051283),0.2494834175407237,-0.7561582038901457,-1.1770104879884964
557,regulation of glycolytic process (GO:0006110),0.24970013809749264,-0.736335445469414,-1.1762332556517927
558,platelet degranulation (GO:0002576),0.24998628049329047,-0.7279321154037159,-1.176670804189952
559,positive regulation of MAPK cascade (GO:0043410),0.25012141197058857,-0.7090755483384404,-1.1762474715500684
560,mesenchyme morphogenesis (GO:0072132),0.25030310295202046,-0.7867771794426431,-1.1762995693624259
561,negative regulation of signal transduction by p53 class mediator (GO:1901797),0.2503400456805719,-0.7747417748497448,-1.1765074451629025
562,organic hydroxy compound biosynthetic process (GO:1901617),0.2506234965058452,-0.7276671809353485,-1.1763352388413186
563,water-soluble vitamin metabolic process (GO:0006767),0.2509419228540892,-0.7294956763232144,-1.1757931383144515
564,protein O-linked mannosylation (GO:0035269),0.251754429013103,0.5528465963392827,1.4853886121268571
565,branching involved in ureteric bud morphogenesis (GO:0001658),0.2521450041167582,-0.7533094701416595,-1.1753751955804697
566,negative regulation of interleukin-1 production (GO:0032692),0.2529170494047227,-0.7625540192912525,-1.175091926646004
567,positive regulation of myoblast differentiation (GO:0045663),0.25307766445990704,-0.7778988875525938,-1.1748040076453292
568,positive regulation of ATP metabolic process (GO:1903580),0.2532092884186387,-0.7294379161886922,-1.174960002891514
569,positive regulation of mitochondrion organization (GO:0010822),0.25333041776426507,-0.733963711100217,-1.1748593508739382
570,response to interferon-beta (GO:0035456),0.25485913569703095,-0.752444987719355,-1.1743346317910286
571,maintenance of protein location in nucleus (GO:0051457),0.2549766506165976,-0.766525243200543,-1.1742273704943398
572,sprouting angiogenesis (GO:0002040),0.25603922383026223,-0.7318438691283733,-1.1738747705294055
573,regulation of oligodendrocyte differentiation (GO:0048713),0.25690806401116995,-0.778422693457444,-1.1734862479154335
574,extrinsic apoptotic signaling pathway (GO:0097191),0.25716540878785266,-0.7320419204177838,-1.1735272790452047
575,cellular response to tumor necrosis factor (GO:0071356),0.25793835422318256,-0.7181474711852258,-1.1730990849831757
576,regulation of defense response (GO:0031347),0.25819661807412314,-0.7212462046511157,-1.1731347268532912
577,positive regulation of cell-cell adhesion (GO:0022409),0.261195067938847,-0.74045228300134,-1.1723056516722143
578,regulation of blood coagulation (GO:0030193),0.26285666314613987,-0.7526876448943508,-1.1715768138012574
579,positive regulation of glucose transmembrane transport (GO:0010828),0.26294287682704803,-0.7643239487945573,-1.171336665733333
580,negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902254),0.26297461607483474,-0.7887465160816653,-1.1714240804251193
581,cell chemotaxis (GO:0060326),0.2630050828533211,-0.7303680284693838,-1.1716511833123364
582,carboxylic acid metabolic process (GO:0019752),0.2631540288715207,-0.7381146607022958,-1.1717226847120448
583,aspartate family amino acid catabolic process (GO:0009068),0.2649581722862781,-0.7714983767173966,-1.1705267002820403
584,regulation of phosphatidylinositol 3-kinase signaling (GO:0014066),0.2652623668042191,-0.7226856377155085,-1.1707838764836855
585,proteoglycan metabolic process (GO:0006029),0.26540853463325914,-0.7661386865852757,-1.1706462135477644
586,zinc ion homeostasis (GO:0055069),0.2654221971063942,-0.7469812044137565,-1.1705314826129651
587,positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900740),0.26722352869910887,-0.7643977682565186,-1.1696745457907634
588,regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900739),0.26722352869910887,-0.7643977682565186,-1.1696745457907634
589,cell projection assembly (GO:0030031),0.26741603881318116,-0.7719246822012683,-1.169853567218615
590,positive regulation of innate immune response (GO:0045089),0.26753763087377463,-0.749421405409102,-1.1694540451146886
591,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger (GO:0007187)",0.267849850302138,-0.7350624805955438,-1.1698650999769178
592,negative regulation of G1/S transition of mitotic cell cycle (GO:2000134),0.2679033353173639,-0.7516404781444757,-1.1694718336752623
593,negative regulation of small GTPase mediated signal transduction (GO:0051058),0.2689630222318051,-0.7599838000086356,-1.1691118412196766
594,metanephros development (GO:0001656),0.2689703442741526,-0.7371366462941611,-1.1689947272699617
595,phosphatidylcholine acyl-chain remodeling (GO:0036151),0.27030728703456053,-0.7476129820100018,-1.1685841074819123
596,vesicle organization (GO:0016050),0.2735152667397571,-0.7308165698481728,-1.1674418804629365
597,positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068),0.2737116141171302,-0.7179829274764197,-1.16780371423213
598,cellular response to interleukin-1 (GO:0071347),0.2737430725190464,-0.7181416221954612,-1.1677021451530984
599,positive regulation of chromosome organization (GO:2001252),0.27388618827790584,-0.7508121123465936,-1.1674603771858307
600,aggrephagy (GO:0035973),0.2740809292288135,-0.7531643707698904,-1.1675162623121471
601,renal water homeostasis (GO:0003091),0.27614685635237923,-0.7603197900177637,-1.1668646654829073
602,glycosaminoglycan catabolic process (GO:0006027),0.2762860607755512,-0.7383519490183528,-1.1667603738802619
603,negative regulation of cell cycle G1/S phase transition (GO:1902807),0.27828020716532265,-0.7527023252028281,-1.166172796227398
604,neurogenesis (GO:0022008),0.27875064857929194,-0.7310853468331864,-1.1659730500517673
605,regulation of gluconeogenesis (GO:0006111),0.2789325631174638,-0.7450746739312779,-1.1658595405973065
606,response to cholesterol (GO:0070723),0.279829988505035,-0.7655240180246338,-1.1655966321303604
607,regulation of cartilage development (GO:0061035),0.2825037381170859,-0.7613465834308759,-1.164910102848348
608,regulation of interleukin-1 production (GO:0032652),0.2844170361972301,-0.7640250810242992,-1.1641972835807741
609,adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188),0.2846733767799373,-0.7143637931903074,-1.1642518744121586
610,positive regulation of alpha-beta T cell proliferation (GO:0046641),0.284787837616485,-0.7510032695647488,-1.1643124852964188
611,arachidonic acid metabolic process (GO:0019369),0.28478916372987934,-0.7354329768298288,-1.163940302137799
612,endoderm formation (GO:0001706),0.2850768301115951,-0.7381792622562012,-1.1639842047469742
613,regulation of chromosome organization (GO:0033044),0.28574496401023336,-0.7666904909377491,-1.1636803257391721
614,negative regulation of release of cytochrome c from mitochondria (GO:0090201),0.2858496857858113,-0.7598124914062273,-1.1635449071408865
615,regulation of cAMP-mediated signaling (GO:0043949),0.2875529689493026,-0.7701479140854743,-1.163095320661675
616,ureteric bud morphogenesis (GO:0060675),0.2900085600427576,-0.7378940025080735,-1.1623293717474434
617,positive regulation of mitotic cell cycle phase transition (GO:1901992),0.2901895662372135,-0.7348968660503521,-1.1624950097903264
618,positive regulation of biosynthetic process (GO:0009891),0.29027077259757733,-0.7385104189142573,-1.1623786730663486
619,cellular response to estradiol stimulus (GO:0071392),0.2915535601363396,-0.7622861099966964,-1.1619413631950437
620,regulation of ERK1 and ERK2 cascade (GO:0070372),0.2921762324385118,-0.7061724625198941,-1.1616950770836587
621,response to copper ion (GO:0046688),0.29299706423863675,-0.7587634719912085,-1.1613437654751835
622,positive regulation of macrophage derived foam cell differentiation (GO:0010744),0.293206400157377,-0.7707792965365672,-1.1608785825238732
623,neuron maturation (GO:0042551),0.2933203752114205,-0.7643571851205859,-1.161170140559918
624,positive regulation of protein kinase B signaling (GO:0051897),0.29333373999018003,-0.7067790803525027,-1.161076001375164
625,monocarboxylic acid metabolic process (GO:0032787),0.29337111674192407,-0.7182614238823611,-1.1613668763240002
626,motor neuron axon guidance (GO:0008045),0.293377899083315,-0.7705706280677982,-1.1609502020232298
627,homotypic cell-cell adhesion (GO:0034109),0.29592750477343016,-0.7271635159030021,-1.1600509944899278
628,positive regulation of natural killer cell mediated cytotoxicity (GO:0045954),0.29612457429793887,-0.7508057805573374,-1.1601861784219512
629,regulation of leukocyte chemotaxis (GO:0002688),0.29624069076487697,-0.7649279028289548,-1.1600775926772449
630,cell-matrix adhesion (GO:0007160),0.2973588375214564,-0.7121656331747873,-1.1596670394003938
631,B cell activation (GO:0042113),0.297899923463838,-0.7280695777090431,-1.1594217122666033
632,positive regulation of lymphocyte chemotaxis (GO:0140131),0.29790201680666417,-0.7619756947274189,-1.1591007972005045
633,positive regulation of vasculature development (GO:1904018),0.29815498384947475,-0.7202967567609981,-1.1591858649690758
634,positive regulation of protein transport (GO:0051222),0.2981648594504702,-0.7159680225391144,-1.1592671656722529
635,positive regulation of fatty acid metabolic process (GO:0045923),0.299546206626403,-0.7764096307462824,-1.1586563448269787
636,positive regulation of transcription regulatory region DNA binding (GO:2000679),0.29977649939317996,-0.7432436061819505,-1.158487178110749
637,organonitrogen compound catabolic process (GO:1901565),0.30147289025474205,-0.7243717930684447,-1.1576968221675397
638,positive regulation of viral genome replication (GO:0045070),0.3014880122897668,-0.7428026771211618,-1.1580256583494113
639,positive regulation of protein serine/threonine kinase activity (GO:0071902),0.3017446506726399,-0.7142207996755807,-1.157862626669068
640,regulation of macrophage chemotaxis (GO:0010758),0.3018648050120732,-0.7545502259829027,-1.157712328059286
641,leukotriene biosynthetic process (GO:0019370),0.30647640263785747,-0.7797590686391834,-1.1566850239166266
642,regulation of adaptive immune response (GO:0002819),0.30694848763446836,-0.7674546339091961,-1.1564737285996882
643,negative regulation of intracellular protein transport (GO:0090317),0.3070596046856352,-0.7477485746912645,-1.1563592261188844
644,positive regulation of extrinsic apoptotic signaling pathway (GO:2001238),0.30872558627525537,-0.7365682110651864,-1.1559806660708734
645,regulation of tissue remodeling (GO:0034103),0.3098040051894758,-0.746408507731366,-1.1556956327314485
646,positive regulation of biomineral tissue development (GO:0070169),0.3099995166998425,-0.7418277242349489,-1.1555457167529295
647,myeloid leukocyte differentiation (GO:0002573),0.3117869064942037,-0.7121147121241552,-1.1551412704027524
648,vascular endothelial growth factor receptor signaling pathway (GO:0048010),0.31698638086130504,-0.7245999620887613,-1.1541492485839806
649,regulation of protein targeting to membrane (GO:0090313),0.3194423546218687,-0.7414796681031943,-1.1533714127487995
650,mitochondrial cytochrome c oxidase assembly (GO:0033617),0.3195731326814539,-0.7585740242926902,-1.1535435642221328
651,positive regulation of response to endoplasmic reticulum stress (GO:1905898),0.31988537072774925,-0.7598828967735316,-1.1533896793762783
652,negative regulation of protein metabolic process (GO:0051248),0.31993281372197857,-0.708772570417431,-1.1528892011021228
653,negative regulation of response to DNA damage stimulus (GO:2001021),0.32005080492873456,-0.7405132157373107,-1.1527715872605284
654,positive regulation of Rho protein signal transduction (GO:0035025),0.3201530219799992,-0.7409795223664637,-1.1529456275808136
655,gliogenesis (GO:0042063),0.32025587989051946,-0.7656137895166246,-1.153101819467432
656,regulation of lamellipodium assembly (GO:0010591),0.3203295975719005,-0.7291089426040744,-1.1526421178337305
657,negative regulation of proteolysis (GO:0045861),0.3203591760732243,-0.7303427523034294,-1.153004698785976
658,protein targeting to lysosome (GO:0006622),0.3212643518000509,-0.7513361916146752,-1.1522601843994376
659,positive regulation of collagen metabolic process (GO:0010714),0.3214998888358145,-0.7595452925784951,-1.1523166163716494
660,second-messenger-mediated signaling (GO:0019932),0.3241066908388828,-0.7119667284203215,-1.1516198104040816
661,regulation of synapse assembly (GO:0051963),0.3245667853447739,-0.7450313460325289,-1.1514631143251313
662,regulation of chromatin silencing (GO:0031935),0.32551977299400425,-0.7563810743483923,-1.1511746881662153
663,cell surface receptor signaling pathway involved in heart development (GO:0061311),0.32584562632647307,-0.7462709675200254,-1.1510340961264076
664,negative regulation of extrinsic apoptotic signaling pathway (GO:2001237),0.32630619861097937,-0.7102464744605916,-1.150755035133265
665,positive regulation of response to stimulus (GO:0048584),0.3267792203693949,-0.732510507620141,-1.1507603703257205
666,regulation of cell adhesion mediated by integrin (GO:0033628),0.32831992965722046,-0.737603404879128,-1.1502840839629445
667,positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901030),0.32914535882218077,-0.7377914631139192,-1.1499520154339642
668,positive regulation of nuclear division (GO:0051785),0.3292469432643749,-0.7520476005239805,-1.1498346654527658
669,negative regulation of signaling receptor activity (GO:2000272),0.3293031546738364,-0.7324625967531065,-1.1499961083593304
670,central nervous system neuron development (GO:0021954),0.3310859380684461,-0.7681036760283594,-1.149401637554863
671,regulation of lipid biosynthetic process (GO:0046890),0.33273292168336344,-0.7310498371746773,-1.149009405516073
672,body fluid secretion (GO:0007589),0.33278563773703307,-0.7674820281177402,-1.1488957684383294
673,cellular response to organic substance (GO:0071310),0.33422490047731473,-0.7024902706979809,-1.1486046621659434
674,cellular component disassembly (GO:0022411),0.3353572818567313,-0.7349146052163705,-1.1481481004838436
675,regulation of vasculature development (GO:1901342),0.3354028646929769,-0.741274174722618,-1.1483275350778708
676,regulation of mononuclear cell migration (GO:0071675),0.3358503775511886,-0.7399371275594664,-1.1481518155427672
677,exogenous drug catabolic process (GO:0042738),0.3361587558802994,-0.7446723269083978,-1.1479246490972113
678,positive regulation of peptidyl-serine phosphorylation (GO:0033138),0.3378091135201032,-0.7109891697383671,-1.1475672953052296
679,positive regulation of morphogenesis of an epithelium (GO:1905332),0.33873199276272936,-0.7550601589690928,-1.1472734690673254
680,negative regulation of response to biotic stimulus (GO:0002832),0.3388882334756407,-0.7282484263210136,-1.1471569915476567
681,positive regulation of natural killer cell mediated immunity (GO:0002717),0.3401583383258852,-0.7431349826373291,-1.146724858930712
682,negative regulation of multicellular organismal process (GO:0051241),0.34021633749840563,-0.6999045560136207,-1.1468115956768012
683,fatty acid derivative biosynthetic process (GO:1901570),0.3408046252361272,-0.7241359035214907,-1.146511398516963
684,positive regulation of histone acetylation (GO:0035066),0.34101308462957103,-0.7390084500632478,-1.1463920324124603
685,regulation of protein tyrosine kinase activity (GO:0061097),0.3415963748115254,-0.7069687053534969,-1.1461355181948447
686,regulation of cell size (GO:0008361),0.3417544533201693,-0.7397926482999108,-1.146192817032239
687,negative regulation of cytokine-mediated signaling pathway (GO:0001960),0.34320258406275583,-0.7103241030943913,-1.145757288351056
688,positive regulation of cell death (GO:0010942),0.34395138216331766,-0.7189172716691642,-1.1455335475316606
689,positive regulation of myeloid leukocyte differentiation (GO:0002763),0.34475378991585104,-0.721533686002405,-1.1453495603196637
690,positive regulation of cell cycle (GO:0045787),0.3449963664134679,-0.7168734176766632,-1.1452429902437888
691,regulation of ubiquitin-dependent protein catabolic process (GO:2000058),0.34519647875088305,-0.7230394969642621,-1.145141347403169
692,regulation of innate immune response (GO:0045088),0.3468828001622133,-0.6971734422913154,-1.1447326118448182
693,primary neural tube formation (GO:0014020),0.34695980762624523,0.3605496763202992,1.3992306794432312
694,phosphatidylserine metabolic process (GO:0006658),0.34712116938480925,-0.7613853470528702,-1.144607111346078
695,activation of protein kinase A activity (GO:0034199),0.3471669503002363,-0.7834435419724496,-1.1444050474336607
696,positive regulation of neutrophil chemotaxis (GO:0090023),0.3472795299213807,-0.7534933016430477,-1.1443158524865344
697,drug catabolic process (GO:0042737),0.34734498306877926,-0.741241289021998,-1.1444617740954706
698,protein kinase B signaling (GO:0043491),0.3474745414717792,-0.7350068625038009,-1.1441575359920584
699,negative regulation of ion transport (GO:0043271),0.34771156986406876,-0.7291441861448579,-1.1439343317466135
700,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0016339),0.34775162340788224,-0.7184019904213027,-1.1440096263183075
701,regulation of release of cytochrome c from mitochondria (GO:0090199),0.3486464961289965,-0.7195718554442049,-1.1435293421520063
702,positive regulation of transport (GO:0051050),0.3487153621241076,-0.6951048156179149,-1.1437120615827068
703,positive regulation of viral process (GO:0048524),0.34874258879495745,-0.7084644409010418,-1.143602870856359
704,peptide hormone secretion (GO:0030072),0.34907037120641976,-0.7395080555269651,-1.1417136786554223
705,negative regulation of fibroblast proliferation (GO:0048147),0.34910898323710027,-0.7370505009525445,-1.1431141502488549
706,positive regulation of pathway-restricted SMAD protein phosphorylation (GO:0010862),0.34926802012699465,-0.7377637563095284,-1.1414978536064257
707,regulation of stress fiber assembly (GO:0051492),0.34928427330964007,-0.7203819468693249,-1.1417589076399917
708,positive regulation of macromolecule biosynthetic process (GO:0010557),0.34943206020762546,-0.7029374103233595,-1.1418216301120239
709,collagen fibril organization (GO:0030199),0.34946376701537935,-0.7141255797166262,-1.1422003525333433
710,positive regulation of MAP kinase activity (GO:0043406),0.34950817314749993,-0.7095732145481835,-1.1415293959420738
711,sulfur amino acid metabolic process (GO:0000096),0.3495596704613481,-0.7553283730889743,-1.1431191664794993
712,organic substance transport (GO:0071702),0.349611215669246,-0.70271411163547,-1.1429179629023996
713,chondroitin sulfate metabolic process (GO:0030204),0.3498816523222162,-0.7443021048950287,-1.1422185238713454
714,regulation of granulocyte chemotaxis (GO:0071622),0.3499028613942977,-0.7288572552732073,-1.1419022539121717
715,epidermal growth factor receptor signaling pathway (GO:0007173),0.3499277085199767,-0.7089313789646734,-1.1418242729934842
716,regulation of macrophage differentiation (GO:0045649),0.3499583506451073,-0.7236940977843653,-1.1420059740644157
717,extracellular matrix disassembly (GO:0022617),0.3500389713523922,-0.7338595872960055,-1.1431302216017365
718,positive regulation of JUN kinase activity (GO:0043507),0.3502334385312121,-0.7481139487893422,-1.142239384050864
719,regulation of protein localization to cell periphery (GO:1904375),0.3503829287362919,-0.7381532792622909,-1.143169355973423
720,epidermal cell differentiation (GO:0009913),0.35053231982051725,-0.7231063737106239,-1.1422721226538979
721,carbohydrate derivative catabolic process (GO:1901136),0.35089954337584084,-0.7440022605797546,-1.142296230580577
722,regulation of collagen biosynthetic process (GO:0032965),0.3509129238600991,-0.7566357089452856,-1.142633391091705
723,tRNA metabolic process (GO:0006399),0.3509738941906971,-0.7595611067184134,-1.1424479735321886
724,lymphocyte differentiation (GO:0030098),0.3513624364316723,-0.7131373626945797,-1.1423016510956299
725,regulation of lipopolysaccharide-mediated signaling pathway (GO:0031664),0.351424670856753,-0.7545801909652298,-1.1424576158260051
726,adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189),0.3532885432672757,-0.7120696280939275,-1.1403977388089657
727,proteolysis (GO:0006508),0.3535462011108929,-0.6954672398755044,-1.1406236944404413
728,negative regulation of epithelial cell migration (GO:0010633),0.353558656652338,-0.7415416020989877,-1.1404285065229174
729,positive regulation of cell migration involved in sprouting angiogenesis (GO:0090050),0.35386911080803246,-0.7462698741947955,-1.1404637104082416
730,linoleic acid metabolic process (GO:0043651),0.35401629120284506,-0.7467116998362624,-1.1406256238571355
731,hyaluronan catabolic process (GO:0030214),0.3540239399536831,-0.7505329871034492,-1.1407074061860416
732,cellular transition metal ion homeostasis (GO:0046916),0.35481060347225274,-0.7059576044539986,-1.1400015865644713
733,negative regulation of blood vessel endothelial cell migration (GO:0043537),0.3552003417998797,-0.7318719363972311,-1.1400154205115216
734,phosphatidic acid metabolic process (GO:0046473),0.3559402433522879,-0.7089831851001679,-1.1393008859925824
735,negative regulation of insulin secretion (GO:0046676),0.3559589173598339,-0.7439231997986248,-1.1391126017605089
736,positive regulation of alpha-beta T cell activation (GO:0046635),0.35598400400479646,-0.7493244185875356,-1.139574719926536
737,Fc-epsilon receptor signaling pathway (GO:0038095),0.35600814936461866,-0.7044735384714221,-1.1392070923738042
738,negative regulation of cell development (GO:0010721),0.35604177992948804,-0.7402186843674704,-1.1393779859872777
739,positive regulation of receptor signaling pathway via JAK-STAT (GO:0046427),0.35617774581861317,-0.7333472838391998,-1.1396304612651385
740,positive regulation of bone mineralization (GO:0030501),0.3562219978382791,-0.733469337685865,-1.1394359459089007
741,monocarboxylic acid biosynthetic process (GO:0072330),0.35641590925175376,-0.697621895247079,-1.1389538105735468
742,regulation of kinase activity (GO:0043549),0.35653471585190494,-0.7030537535642416,-1.1388427966652506
743,regulation of histone acetylation (GO:0035065),0.35655561652649165,-0.7260982789990755,-1.1384861746757342
744,keratinocyte differentiation (GO:0030216),0.35687319258907196,-0.7281696711587465,-1.1386762009179743
745,regulation of mitochondrion organization (GO:0010821),0.3569910459703786,-0.7019024052685041,-1.1385789660129422
746,positive regulation of protein-containing complex assembly (GO:0031334),0.3569924268076487,-0.7018129184864688,-1.1384996803267566
747,positive regulation of DNA-binding transcription factor activity (GO:0051091),0.3572139715258011,-0.6915651121261798,-1.1383002937536801
748,positive regulation of fat cell differentiation (GO:0045600),0.35972131874359303,-0.712704892950214,-1.1377761877269172
749,positive regulation of collagen biosynthetic process (GO:0032967),0.36063027066959663,-0.7552836300496648,-1.1375361176761178
750,positive regulation of cytokine production involved in immune response (GO:0002720),0.36102404025999413,-0.7334623390514043,-1.1373568871391762
751,detection of chemical stimulus involved in sensory perception of bitter taste (GO:0001580),0.36159106371420824,-0.7364993833571999,-1.137057961987529
752,sensory perception of bitter taste (GO:0050913),0.36159106371420824,-0.7364993833571999,-1.137057961987529
753,cell projection organization (GO:0030030),0.36262045325700243,-0.7419054764247637,-1.1366181601626908
754,negative regulation of macromolecule metabolic process (GO:0010605),0.3626840398470306,-0.6987408758499261,-1.1367584332168932
755,negative regulation of peptidase activity (GO:0010466),0.36295816383807344,-0.7102759447173527,-1.136648056103262
756,positive regulation of phosphatidylinositol 3-kinase activity (GO:0043552),0.3634787643173423,-0.7256683624383929,-1.1364187524641796
757,regulation of macrophage derived foam cell differentiation (GO:0010743),0.36356025688823623,-0.7306181294047337,-1.136334843574177
758,acyl-CoA metabolic process (GO:0006637),0.36452033315537874,-0.7082444523901067,-1.1359697631179848
759,epithelial tube morphogenesis (GO:0060562),0.36477002468238634,-0.7226972106832452,-1.1360286203612031
760,regulation of activin receptor signaling pathway (GO:0032925),0.36623535249437,0.40906283573740276,1.3999319268036583
761,cellular response to lipid (GO:0071396),0.3682673452180619,-0.69961444194851,-1.1351931929495418
762,protein O-linked glycosylation (GO:0006493),0.36843038288756047,-0.7011474734501559,-1.135088406298358
763,regulation of single stranded viral RNA replication via double stranded DNA intermediate (GO:0045091),0.3689420400931281,-0.7564184597046998,-1.1347565840817155
764,positive regulation of calcium ion transport (GO:0051928),0.36900917402792405,-0.7141679443746682,-1.134918896960347
765,nucleobase-containing compound biosynthetic process (GO:0034654),0.3694226831576637,-0.7381175897211708,-1.1347591190054138
766,positive regulation of translational initiation (GO:0045948),0.3695122547400106,-0.7393383369296973,-1.1343839062347423
767,negative regulation of peptidyl-tyrosine phosphorylation (GO:0050732),0.3696906656044959,-0.7132195379022213,-1.1344345869074148
768,positive regulation of protein export from nucleus (GO:0046827),0.36980674537915015,-0.7385169773735103,-1.1345073736791655
769,myeloid cell differentiation (GO:0030099),0.37005647341987297,-0.7060480130864758,-1.1341137924546427
770,positive regulation of angiogenesis (GO:0045766),0.3704853596540264,-0.7042982130053386,-1.1341282148360532
771,JNK cascade (GO:0007254),0.37155036341991715,-0.7139473141080646,-1.1338007342598704
772,ear morphogenesis (GO:0042471),0.37160720847372714,-0.7341324914956336,-1.133714925299269
773,ventricular cardiac muscle tissue development (GO:0003229),0.3724210398690565,0.7853127840657353,1.4025697881545534
774,ERK1 and ERK2 cascade (GO:0070371),0.37262218490411286,-0.7358385473233441,-1.1333570695218642
775,"alternative mRNA splicing, via spliceosome (GO:0000380)",0.3738497192680572,-0.7488933255402693,-1.1330345321867197
776,mesonephric tubule development (GO:0072164),0.37413163516030035,-0.7184570134587227,-1.1330737572326115
777,myoblast differentiation (GO:0045445),0.3744370422476623,-0.7346252475681085,-1.1319127300178693
778,phosphatidic acid biosynthetic process (GO:0006654),0.37484937801332363,-0.7089912156212859,-1.131927009157674
779,hyaluronan metabolic process (GO:0030212),0.3749000349079126,-0.7360703407703773,-1.1326143047147232
780,cellular amide metabolic process (GO:0043603),0.3749839650365874,-0.69872221135984,-1.1322901119483861
781,cellular response to vascular endothelial growth factor stimulus (GO:0035924),0.37508836345648133,-0.7122106624937543,-1.1316245224693382
782,regulation of reactive oxygen species biosynthetic process (GO:1903426),0.37510372846712176,-0.7127061206261993,-1.131973574578988
783,cellular response to zinc ion (GO:0071294),0.37526887821501287,-0.7379030608612126,-1.1326366272958814
784,platelet aggregation (GO:0070527),0.3752852343617324,-0.7167657012835267,-1.1320214118495857
785,endoplasmic reticulum tubular network organization (GO:0071786),0.3753005839917554,0.5942778183737243,1.4091850845687492
786,cardiac muscle cell development (GO:0055013),0.3753005839917554,0.7430822919444526,1.3716287968707812
787,phosphatidylinositol 3-kinase signaling (GO:0014065),0.37530172918763327,-0.7294860972899445,-1.132321604536233
788,cellular response to corticosteroid stimulus (GO:0071384),0.375307742404941,-0.7522956736941662,-1.1320908321978238
789,regulated exocytosis (GO:0045055),0.3753176607129196,-0.6939704462974392,-1.1316789667771652
790,carbohydrate derivative transport (GO:1901264),0.3754031664668835,-0.7323585364038555,-1.1326909848880062
791,purine ribonucleoside monophosphate biosynthetic process (GO:0009168),0.3757313058762266,-0.7472046258727496,-1.1323469510590056
792,regulation of viral life cycle (GO:1903900),0.37576021262520654,-0.7257060196326259,-1.132100528631834
793,intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630),0.3757915880939987,-0.7156323383318822,-1.1324126538569268
794,skeletal system development (GO:0001501),0.379184229273774,-0.6917688566749542,-1.13075996718752
795,B cell differentiation (GO:0030183),0.37957624992759353,-0.7175302860094108,-1.1307786323709137
796,odontogenesis (GO:0042476),0.3802967021734227,-0.7149225052857251,-1.1305115927041753
797,positive regulation of blood vessel endothelial cell migration (GO:0043536),0.3828198420121814,-0.7101158805648603,-1.1298753550976073
798,detection of chemical stimulus involved in sensory perception of taste (GO:0050912),0.3828725006676341,-0.7301321572525246,-1.1297912318327328
799,Fc-gamma receptor signaling pathway (GO:0038094),0.38319032925712054,-0.7054591103516621,-1.129902823722208
800,negative regulation of NF-kappaB transcription factor activity (GO:0032088),0.3832541496361868,-0.7099217650219152,-1.1295672250807642
801,regulation of protein kinase B signaling (GO:0051896),0.38345025223329154,-0.6822797880709153,-1.1294289980978665
802,phosphatidylinositol metabolic process (GO:0046488),0.38351534480376664,-0.69482809023486,-1.1296180525667086
803,positive regulation of cardiac muscle hypertrophy (GO:0010613),0.38362231536271796,-0.7502464867227492,-1.129907605163455
804,"regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043516)",0.38382587484582636,-0.7378987653203484,-1.1292532256546737
805,positive regulation of blood coagulation (GO:0030194),0.3847878576593504,-0.7472045083840444,-1.1289992660532473
806,glycolytic process (GO:0006096),0.3851368844570288,-0.7151412835637274,-1.1288828685505015
807,kidney development (GO:0001822),0.38590392665331935,-0.7018849271165771,-1.1285932994581933
808,regulation of response to external stimulus (GO:0032101),0.3861186732101502,-0.6894284328350528,-1.1286312764650899
809,dendrite self-avoidance (GO:0070593),0.3866318265407037,-0.7214048182415685,-1.1284094969461105
810,positive regulation of T cell differentiation (GO:0045582),0.38668982916541605,-0.7192002896892149,-1.1281852338783942
811,retina homeostasis (GO:0001895),0.38686956468293815,-0.7196853653070551,-1.1282880537848967
812,cardiac ventricle development (GO:0003231),0.3869401691562699,-0.7218635422396329,-1.1282100762725438
